Date,AAPL,MSFT
6/9/09,20.3886,22.08
6/8/09,20.55,22.05
6/5/09,20.6671,22.14
6/4/09,20.5343,21.83
6/3/09,20.1357,21.73
6/2/09,19.9271,21.4
6/1/09,19.9071,21.4
5/29/09,19.4014,20.89
5/28/09,19.2957,20.45
5/27/09,19.0071,20.13
5/26/09,18.6829,20.34
5/22/09,17.5,19.75
5/21/09,17.74,19.82
5/20/09,17.9814,20.38
5/19/09,18.2071,20.31
5/18/09,18.0929,20.6
5/15/09,17.4886,20.22
5/14/09,17.5643,20.06
5/13/09,17.07,19.75
5/12/09,17.7743,19.89
5/11/09,18.51,19.32
5/8/09,18.4557,19.42
5/7/09,18.4371,19.32
5/6/09,18.9286,19.79
5/5/09,18.9586,19.79
5/4/09,18.8671,20.19
5/1/09,18.1771,20.24
4/30/09,17.9757,20.26
4/29/09,17.8771,20.25
4/28/09,17.7003,19.93
4/27/09,17.8186,20.4
4/24/09,17.7,20.91
4/23/09,17.9143,18.92
4/22/09,17.3586,18.78
4/21/09,17.3943,18.97
4/20/09,17.2143,18.61
4/17/09,17.6314,19.2
4/16/09,17.35,19.76
4/15/09,16.8057,18.83
4/14/09,16.9014,19.35
4/13/09,17.1743,19.59
4/9/09,17.0814,19.67
4/8/09,16.6171,19.19
4/7/09,16.4286,18.76
4/6/09,16.9214,18.76
4/3/09,16.57,18.75
4/2/09,16.1014,19.29
4/1/09,15.5271,19.31
3/31/09,15.0171,18.37
3/30/09,14.9271,17.48
3/27/09,15.2643,18.13
3/26/09,15.6957,18.83
3/25/09,15.2129,17.88
3/24/09,15.2144,17.93
3/23/09,15.38,18.33
3/20/09,14.5129,17.06
3/19/09,14.5171,17.14
3/18/09,14.5029,16.96
3/17/09,14.2371,16.9
3/16/09,13.6314,16.25
3/13/09,13.7043,16.65
3/12/09,13.7643,17.01
3/11/09,13.24,17.11
3/10/09,12.6611,16.48
3/9/09,11.8729,15.15
3/6/09,12.1857,15.28
3/5/09,12.6914,15.27
3/4/09,13.0243,16.12
3/3/09,12.6243,15.88
3/2/09,12.5629,15.79
2/27/09,12.7586,16.15
2/26/09,12.7414,16.42
2/25/09,13.0229,16.96
2/24/09,12.8929,17.17
2/23/09,12.4214,17.21
2/20/09,13.0286,18
2/19/09,12.9486,17.91
2/18/09,13.4814,18.12
2/17/09,13.5043,18.09
2/13/09,14.1657,19.09
2/12/09,14.1814,19.26
2/11/09,13.8314,19.21
2/10/09,13.9757,18.8
2/9/09,14.6443,19.44
2/6/09,14.2457,19.66
2/5/09,13.78,19.04
2/4/09,13.3643,18.63
2/3/09,13.2829,18.5
2/2/09,13.0729,17.83
1/30/09,12.8757,17.1
1/29/09,13.2857,17.59
1/28/09,13.4571,18.04
1/27/09,12.9614,17.66
1/26/09,12.8057,17.63
1/23/09,12.6229,17.2
1/22/09,12.6229,17.11
1/21/09,11.8329,19.38
1/20/09,11.1714,18.48
1/16/09,11.7614,19.71
1/15/09,11.9114,19.24
1/14/09,12.19,19.09
1/13/09,12.53,19.82
1/12/09,12.6657,19.47
1/9/09,12.94,19.52
1/8/09,13.2429,20.12
1/7/09,13.0014,19.51
1/6/09,13.2886,20.76
1/5/09,13.5114,20.52
1/2/09,12.9643,20.33
12/31/08,12.1929,19.44
12/30/08,12.3271,19.34
12/29/08,12.3729,18.96
12/26/08,12.2586,19.13
12/24/08,12.1486,19.17
12/23/08,12.34,19.28
12/22/08,12.2486,19.18
12/19/08,12.8571,19.12
12/18/08,12.7757,19.3
12/17/08,12.7371,19.66
12/16/08,13.6329,20.11
12/15/08,13.5357,19.04
12/12/08,14.0386,19.36
12/11/08,13.5714,19.45
12/10/08,14.03,20.61
12/9/08,14.2943,20.6
12/8/08,14.2457,21.01
12/5/08,13.4286,19.87
12/4/08,13.0586,19.11
12/3/08,13.7,19.87
12/2/08,13.21,19.15
12/1/08,12.7043,18.61
11/28/08,13.2386,20.22
11/26/08,13.5714,20.49
11/25/08,12.9714,19.99
11/24/08,13.2786,20.69
11/21/08,11.7971,19.68
11/20/08,11.4986,17.53
11/19/08,12.3271,18.29
11/18/08,12.8443,19.62
11/17/08,12.5914,19.32
11/14/08,12.8914,20.06
11/13/08,13.7771,21.25
11/12/08,12.8743,20.3
11/11/08,13.5386,21.2
11/10/08,13.6971,21.3
11/7/08,14.0343,21.5
11/6/08,14.1571,20.88
11/5/08,14.7571,22.08
11/4/08,15.8557,23.53
11/3/08,15.28,22.62
10/31/08,15.37,22.33
10/30/08,15.8629,22.63
10/29/08,14.9357,23
10/28/08,14.2729,23.1
10/27/08,13.1557,21.18
10/24/08,13.7686,21.96
10/23/08,14.0329,22.32
10/22/08,13.8386,21.53
10/21/08,13.07,23.36
10/20/08,14.0629,24.72
10/17/08,13.9143,23.93
10/16/08,14.5557,24.19
10/15/08,13.9929,22.66
10/14/08,14.8686,24.1
10/13/08,15.7514,25.5
10/10/08,13.8286,21.5
10/9/08,12.6771,22.3
10/8/08,12.8271,23.01
10/7/08,12.7371,23.23
10/6/08,14.02,24.91
10/3/08,13.8671,26.32
10/2/08,14.3,26.25
10/1/08,15.5886,26.48
9/30/08,16.2371,26.69
9/29/08,15.0371,25.01
9/26/08,18.32,27.4
9/25/08,18.8471,26.61
9/24/08,18.3871,25.72
9/23/08,18.12,25.44
9/22/08,18.7214,25.4
9/19/08,20.13,25.16
9/18/08,19.1557,25.26
9/17/08,18.2614,24.57
9/16/08,19.9829,25.99
9/15/08,20.0514,26.82
9/12/08,21.2771,27.62
9/11/08,21.8071,27.34
9/10/08,21.6586,26.44
9/9/08,21.6686,26.1
9/8/08,22.56,26.12
9/5/08,22.8829,25.65
9/4/08,23.0314,26.35
9/3/08,23.8514,26.9
9/2/08,23.7414,27.1
8/29/08,24.2186,27.29
8/28/08,24.82,27.94
8/27/08,24.9529,27.56
8/26/08,24.8057,27.27
8/25/08,24.65,27.66
8/22/08,25.2557,27.84
8/21/08,24.8986,27.18
8/20/08,25.12,27.29
8/19/08,24.79,27.32
8/18/08,25.0557,27.69
8/15/08,25.1057,27.81
8/14/08,25.6171,27.91
8/13/08,25.6143,27.91
8/12/08,25.2471,28.12
8/11/08,24.7943,27.9
8/8/08,24.2214,28.13
8/7/08,23.3671,27.39
8/6/08,23.4557,27.02
8/5/08,22.9486,26.21
8/4/08,21.89,25.28
8/1/08,22.38,25.44
7/31/08,22.7071,25.72
7/30/08,22.84,26.23
7/29/08,22.44,26.11
7/28/08,22.0571,25.5
7/25/08,23.16,26.16
7/24/08,22.7186,25.44
7/23/08,23.7514,26.43
7/22/08,23.1457,25.8
7/21/08,23.7557,25.64
7/18/08,23.5929,25.86
7/17/08,24.5443,27.52
7/16/08,24.6871,27.26
7/15/08,24.2343,26.15
7/14/08,24.84,25.15
7/11/08,24.6543,25.25
7/10/08,25.2329,25.45
7/9/08,24.8929,25.23
7/8/08,25.65,25.85
7/7/08,25.0229,26.03
7/3/08,24.3029,25.98
7/2/08,24.0257,25.88
7/1/08,24.9543,26.87
6/30/08,23.92,27.51
6/27/08,24.2986,27.63
6/26/08,24.0371,27.75
6/25/08,25.3414,28.35
6/24/08,24.75,27.73
6/23/08,24.7371,27.97
6/20/08,25.0386,28.23
6/19/08,25.8429,28.93
6/18/08,25.5357,28.46
6/17/08,25.9186,28.8
6/16/08,25.2629,28.93
6/13/08,24.6243,29.07
6/12/08,24.7514,28.24
6/11/08,25.83,27.12
6/10/08,26.52,27.89
6/9/08,25.9443,27.71
6/6/08,26.52,27.49
6/5/08,27.0614,28.3
6/4/08,26.4557,27.54
6/3/08,26.4814,27.31
6/2/08,26.5857,27.8
5/30/08,26.9643,28.32
5/29/08,26.67,28.31
5/28/08,26.7157,28.18
5/27/08,26.6329,28.44
5/23/08,25.8814,28.05
5/22/08,25.2929,28.47
5/21/08,25.4557,28.25
5/20/08,26.5571,28.76
5/19/08,26.2286,29.46
5/16/08,26.8029,29.99
5/15/08,27.1043,30.4501
5/14/08,26.6086,29.93
5/13/08,27.1371,29.78
5/12/08,26.88,29.99
5/9/08,26.2071,29.39
5/8/08,26.4371,29.27
5/7/08,26.0843,29.21
5/6/08,26.6657,29.7
5/5/08,26.39,29.08
5/2/08,25.8486,29.24
5/1/08,25.7143,29.4
4/30/08,24.85,28.52
4/29/08,25.0071,28.64
4/28/08,24.6057,28.99
4/25/08,24.2471,29.83
4/24/08,24.1343,31.8
4/23/08,23.27,31.45
4/22/08,22.8857,30.25
4/21/08,24.0229,30.42
4/18/08,23.0057,30
4/17/08,22.07,29.22
4/16/08,21.9571,28.95
4/15/08,21.1971,28.25
4/14/08,21.1114,28.06
4/11/08,21.02,28.28
4/10/08,22.0786,29.11
4/9/08,21.6343,28.89
4/8/08,21.8343,28.75
4/7/08,22.27,29.16
4/4/08,21.8686,29.16
4/3/08,21.6586,29
4/2/08,21.07,29.16
4/1/08,21.3614,29.4999
3/31/08,20.5,28.38
3/28/08,20.43,27.91
3/27/08,20.0357,28.05
3/26/08,20.7229,28.56
3/25/08,20.14,29.14
3/24/08,19.9329,29.17
3/20/08,19.0386,29.18
3/19/08,18.5243,28.62
3/18/08,18.9743,29.42
3/17/08,18.1043,28.3
3/14/08,18.0871,27.96
3/13/08,18.2771,28.62
3/12/08,18.0043,28.63
3/11/08,18.1929,29.28
3/10/08,17.0986,28.05
3/7/08,17.4643,27.87
3/6/08,17.2757,27.57
3/5/08,17.7843,28.1199
3/4/08,17.8029,27.59
3/3/08,17.39,26.99
2/29/08,17.86,27.1999
2/28/08,18.5586,27.93
2/27/08,17.5657,28.26
2/26/08,17.0214,28.38
2/25/08,17.1057,27.84
2/22/08,17.0657,27.68
2/21/08,17.3629,28.1
2/20/08,17.6886,28.22
2/19/08,17.4543,28.17
2/15/08,17.8043,28.42
2/14/08,18.2086,28.5
2/13/08,18.4857,28.96
2/12/08,17.8371,28.34
2/11/08,18.4929,28.21
2/8/08,17.9257,28.56
2/7/08,17.32,28.12
2/6/08,17.4286,28.52
2/5/08,18.48,29.07
2/4/08,18.8071,30.19
2/1/08,19.1071,30.4498
1/31/08,19.3371,32.6
1/30/08,18.8829,32.2
1/29/08,18.7914,32.6
1/28/08,18.5729,32.72
1/25/08,18.5729,32.94
1/24/08,19.3714,33.25
1/23/08,19.8674,31.93
1/22/08,22.2343,31.99
1/18/08,23.0514,33.01
1/17/08,22.9843,33.11
1/16/08,22.8057,33.23
1/15/08,24.1486,34
1/14/08,25.54,34.39
1/11/08,24.67,33.91
1/10/08,25.4314,34.33
1/9/08,25.6286,34.44
1/8/08,24.4643,33.45
1/7/08,25.3771,34.61
1/4/08,25.7214,34.38
1/3/08,27.8471,35.37
1/2/08,27.8343,35.22
12/31/07,28.2971,35.6
12/28/07,28.5471,36.12
12/27/07,28.3671,35.97
12/26/07,28.4214,36.61
12/24/07,28.4,36.58
12/21/07,27.7014,36.06
12/20/07,26.7443,35.52
12/19/07,26.16,34.79
12/18/07,26.14,34.74
12/17/07,26.3429,34.39
12/14/07,27.1986,35.31
12/13/07,27.4043,35.22
12/12/07,27.2657,34.47
12/11/07,26.9343,34.1
12/10/07,27.7443,34.76
12/7/07,27.7571,34.53
12/6/07,27.1361,34.55
12/5/07,26.5,34.15
12/4/07,25.6871,32.77
12/3/07,25.5514,32.92
11/30/07,26.0314,33.6
11/29/07,26.3271,33.59
11/28/07,25.7457,33.7
11/27/07,24.9729,33.06
11/26/07,24.6488,32.97
11/23/07,24.5057,34.11
11/21/07,24.0657,34.23
11/20/07,24.1214,34.58
11/19/07,23.4214,33.96
11/16/07,23.77,34.09
11/15/07,23.4714,33.76
11/14/07,23.73,33.93
11/13/07,24.28,34.46
11/12/07,21.9657,33.38
11/9/07,23.6243,33.73
11/8/07,25.0666,34.74
11/7/07,26.6143,35.52
11/6/07,27.3986,36.41
11/5/07,26.5971,36.73
11/2/07,26.8386,37.06
11/1/07,26.7771,37.06
10/31/07,27.1357,36.81
10/30/07,26.7143,35.57
10/29/07,26.4414,34.57
10/26/07,26.3857,35.03
10/25/07,26.1114,31.99
10/24/07,26.5614,31.25
10/23/07,26.5943,30.9
10/22/07,24.9086,30.51
10/19/07,24.3457,30.17
10/18/07,24.7857,31.16
10/17/07,24.6786,31.08
10/16/07,24.2257,30.32
10/15/07,23.8543,30.04
10/12/07,23.8934,30.17
10/11/07,23.1757,29.91
10/10/07,23.8271,30.23
10/9/07,23.98,30.0999
10/8/07,23.9871,29.84
10/5/07,23.0643,29.84
10/4/07,22.32,29.71
10/3/07,22.56,29.4525
10/2/07,22.6357,29.7
10/1/07,22.3341,29.7701
9/28/07,21.9243,29.46
9/27/07,22.0714,29.49
9/26/07,21.8243,29.5
9/25/07,21.8829,29.5599
9/24/07,21.1829,29.08
9/21/07,20.5929,28.6499
9/20/07,20.0443,28.4201
9/19/07,20.11,28.67
9/18/07,20.1314,28.93
9/17/07,19.7729,28.725
9/14/07,19.83,29.04
9/13/07,19.6,29.16
9/12/07,19.55,28.93
9/11/07,19.3557,28.93
9/10/07,19.53,28.48
9/7/07,18.8243,28.44
9/6/07,19.2871,28.91
9/5/07,19.5371,28.48
9/4/07,20.5943,28.81
8/31/07,19.7829,28.73
8/30/07,19.4643,28.45
8/29/07,19.1543,28.59
8/28/07,18.1171,27.93
8/27/07,18.8929,28.49
8/24/07,19.3286,28.81
8/23/07,18.7243,28.3
8/22/07,18.93,28.22
8/21/07,18.2243,28.07
8/20/07,17.46,28.26
8/17/07,17.4371,28.25
8/16/07,16.7214,27.81
8/15/07,17.1286,28.1
8/14/07,17.7186,28.27
8/13/07,18.2557,28.63
8/10/07,17.8571,28.71
8/9/07,18.0557,28.92
8/8/07,19.1443,30
8/7/07,19.29,29.55
8/6/07,19.3214,29.54
8/3/07,18.8357,28.9601
8/2/07,19.4986,29.52
8/1/07,19.2857,29.3
7/31/07,18.8229,28.99
7/30/07,20.2043,29.4
7/27/07,20.55,29.3901
7/26/07,20.8571,29.98
7/25/07,19.6086,30.71
7/24/07,19.27,30.8
7/23/07,20.5286,31.19
7/20/07,20.5357,31.16
7/19/07,20,31.51
7/18/07,19.7314,30.92
7/17/07,19.8443,30.7799
7/16/07,19.7286,30.03
7/13/07,19.6757,29.82
7/12/07,19.1528,30.07
7/11/07,18.9129,29.49
7/10/07,18.9071,29.33
7/9/07,18.6186,29.87
7/6/07,18.9,29.97
7/5/07,18.9643,29.99
7/3/07,18.1671,30.02
7/2/07,17.3229,29.74
6/29/07,17.4343,29.47
6/28/07,17.2229,29.83
6/27/07,17.4129,29.87
6/26/07,17.0929,29.52
6/25/07,17.4771,29.49
6/22/07,17.5714,29.49
6/21/07,17.7,30.22
6/20/07,17.3643,30.01
6/19/07,17.6657,30.46
6/18/07,17.87,30.51
6/15/07,17.2143,30.49
6/14/07,16.9643,30.52
6/13/07,16.7857,30.39
6/12/07,17.1971,29.85
6/11/07,17.17,30.02
6/8/07,17.7843,30.05
6/7/07,17.7241,29.62
6/6/07,17.6629,30.29
6/5/07,17.5243,30.58
6/4/07,17.3329,30.715
6/1/07,16.9143,30.59
5/31/07,17.313,30.6901
5/30/07,16.9671,31.11
5/29/07,16.3357,30.79
5/25/07,16.2314,30.48
5/24/07,15.8129,30.17
5/23/07,16.1271,30.58
5/22/07,16.22,30.69
5/21/07,15.9971,31.05
5/18/07,15.7171,30.83
5/17/07,15.6343,30.98
5/16/07,15.3343,31.07
5/15/07,15.36,30.9
5/14/07,15.6229,30.97
5/11/07,15.5343,30.89
5/10/07,15.3343,30.58
5/9/07,15.2686,30.7799
5/8/07,15.0086,30.75
5/7/07,14.8457,30.71
5/4/07,14.4014,30.56
5/3/07,14.3429,30.97
5/2/07,14.3414,30.61
5/1/07,14.21,30.1925
4/30/07,14.2571,29.94
4/27/07,14.2743,30.12
4/26/07,14.12,29.1
4/25/07,13.6211,28.99
4/24/07,13.32,28.79
4/23/07,13.3586,28.78
4/20/07,12.9957,29.02
4/19/07,12.8957,28.69
4/18/07,12.9143,28.6
4/17/07,12.9071,28.85
4/16/07,13.0614,28.73
4/13/07,12.8914,28.61
4/12/07,13.17,28.54
4/11/07,13.2271,28.11
4/10/07,13.4643,28.4
4/9/07,13.3786,28.57
4/5/07,13.5257,28.55
4/4/07,13.4671,28.5
4/3/07,13.5,27.87
4/2/07,13.3786,27.74
3/30/07,13.2729,27.87
3/29/07,13.3929,27.75
3/28/07,13.32,27.64
3/27/07,13.6371,27.72
3/26/07,13.6929,28.22
3/23/07,13.36,28.02
3/22/07,13.4229,28.27
3/21/07,13.41,28.52
3/20/07,13.0686,27.84
3/19/07,13.0186,27.83
3/16/07,12.7986,27.33
3/15/07,12.7957,27.28
3/14/07,12.8571,27.4
3/13/07,12.6286,26.72
3/12/07,12.8386,27.44
3/9/07,12.5671,27.29
3/8/07,12.5714,27.32
3/7/07,12.5314,27.61
3/6/07,12.5986,27.83
3/5/07,12.3314,27.55
3/2/07,12.2014,27.76
3/1/07,12.4371,28.09
2/28/07,12.0871,28.17
2/27/07,11.99,27.87
2/26/07,12.6643,29.07
2/23/07,12.7243,28.9
2/22/07,12.7871,29.39
2/21/07,12.7429,29.35
2/20/07,12.2714,28.83
2/16/07,12.1186,28.74
2/15/07,12.1729,29.46
2/14/07,12.1857,29.4
2/13/07,12.1,29.03
2/12/07,12.1257,28.94
2/9/07,11.8957,28.98
2/8/07,12.3114,29.26
2/7/07,12.3071,29.37
2/6/07,12.0214,29.51
2/5/07,11.9914,29.61
2/2/07,12.1071,30.19
2/1/07,12.1057,30.56
1/31/07,12.2471,30.86
1/30/07,12.2214,30.48
1/29/07,12.2771,30.53
1/26/07,12.1971,30.6
1/25/07,12.3214,30.45
1/24/07,12.3857,31.09
1/23/07,12.2429,30.74
1/22/07,12.3986,30.72
1/19/07,12.6429,31.11
1/18/07,12.7243,31
1/17/07,13.5643,31.1
1/16/07,13.8714,31.16
1/12/07,13.5171,31.21
1/11/07,13.6857,30.7
1/10/07,13.8571,29.66
1/9/07,13.2243,29.96
1/8/07,12.21,29.93
1/5/07,12.15,29.64
1/4/07,12.2371,29.81
1/3/07,11.9714,29.86
12/29/06,12.12,29.86
12/28/06,11.5529,29.98
12/27/06,11.6457,30.02
12/26/06,11.6443,29.99
12/22/06,11.7429,29.64
12/21/06,11.8429,29.98
12/20/06,12.1086,30.09
12/19/06,12.33,29.99
12/18/06,12.21,29.89
12/15/06,12.5314,30.19
12/14/06,12.65,30.07
12/13/06,12.7214,29.55
12/12/06,12.3057,29.43
12/11/06,12.6786,29.54
12/8/06,12.6086,29.4
12/7/06,12.4343,28.85
12/6/06,12.8329,28.99
12/5/06,13.0386,29.13
12/4/06,13.0171,29.33
12/1/06,13.0457,29.12
11/30/06,13.0943,29.36
11/29/06,13.1143,29.57
11/28/06,13.1157,29.39
11/27/06,12.7914,29.48
11/24/06,13.09,29.76
11/22/06,12.9014,29.92
11/21/06,12.6571,29.92
11/20/06,12.3529,29.89
11/17/06,12.2643,29.4
11/16/06,12.23,29.47
11/15/06,12.0071,29.12
11/14/06,12.1429,29.22
11/13/06,12.05,29.35
11/10/06,11.8743,29.24
11/9/06,11.9057,29.26
11/8/06,11.7786,28.98
11/7/06,11.5014,28.95
11/6/06,11.3871,28.84
11/3/06,11.1843,28.73
11/2/06,11.2829,28.77
11/1/06,11.3086,28.81
10/31/06,11.5829,28.71
10/30/06,11.4886,28.53
10/27/06,11.4871,28.34
10/26/06,11.7414,28.35
10/25/06,11.6686,28.31
10/24/06,11.5786,28.28
10/23/06,11.6371,28.45
10/20/06,11.4214,28.43
10/19/06,11.2843,28.29
10/18/06,10.6471,28.52
10/17/06,10.6129,28.44
10/16/06,10.7714,28.45
10/13/06,10.7171,28.37
10/12/06,10.7514,28.22
10/11/06,10.4614,27.54
10/10/06,10.5443,27.69
10/9/06,10.6614,27.72
10/6/06,10.6029,27.87
10/5/06,10.69,27.92
10/4/06,10.7686,27.94
10/3/06,10.5829,27.37
10/2/06,10.6943,27.36
9/29/06,10.9971,27.35
9/28/06,11.0014,27.4
9/27/06,10.9157,27.44
9/26/06,11.0871,27.2
9/25/06,10.8214,26.95
9/22/06,10.4286,26.66
9/21/06,10.6643,26.9
9/20/06,10.7514,27.18
9/19/06,10.5386,26.86
9/18/06,10.5557,26.79
9/15/06,10.5857,26.85
9/14/06,10.5957,26.33
9/13/06,10.6,25.98
9/12/06,10.3757,25.93
9/11/06,10.3571,25.91
9/8/06,10.36,25.6
9/7/06,10.4,25.43
9/6/06,10.0043,25.61
9/5/06,10.2114,25.61
9/1/06,9.7686,25.84
8/31/06,9.6929,25.7
8/30/06,9.5657,25.8
8/29/06,9.4971,25.84
8/28/06,9.5686,25.95
8/25/06,9.8214,25.85
8/24/06,9.6871,25.74
8/23/06,9.6157,25.67
8/22/06,9.66,25.62
8/21/06,9.5086,26.12
8/18/06,9.7014,25.79
8/17/06,9.6557,24.7
8/16/06,9.7114,24.7
8/15/06,9.4929,24.62
8/14/06,9.1343,24.53
8/11/06,9.0929,24.43
8/10/06,9.1529,24.46
8/9/06,9.0843,24.44
8/8/06,9.2543,24.34
8/7/06,9.6014,24.22
8/4/06,9.7571,24.29
8/3/06,9.9414,24.21
8/2/06,9.7371,24.3
8/1/06,9.5971,23.99
7/31/06,9.7086,24.06
7/28/06,9.37,24.25
7/27/06,9.0571,23.87
7/26/06,9.1243,24.37
7/25/06,8.8469,24.22
7/24/06,8.7743,24
7/21/06,8.6743,23.87
7/20/06,8.6429,22.85
7/19/06,7.7286,23.4
7/18/06,7.5571,22.74
7/17/06,7.4814,22.48
7/14/06,7.2386,22.29
7/13/06,7.4643,22.26
7/12/06,7.5657,22.64
7/11/06,7.95,23.1
7/10/06,7.8571,23.5
7/7/06,7.9143,23.3
7/6/06,7.9671,23.48
7/5/06,8.1431,23.35
7/3/06,8.2786,23.7
6/30/06,8.1814,23.3
6/29/06,8.4243,23.4702
6/28/06,8.0029,23.16
6/27/06,8.2043,22.86
6/26/06,8.4271,22.82
6/23/06,8.4043,22.5
6/22/06,8.5114,22.88
6/21/06,8.2657,23.08
6/20/06,8.21,22.56
6/19/06,8.1714,22.55
6/16/06,8.2229,22.1
6/15/06,8.4829,22.07
6/14/06,8.23,21.88
6/13/06,8.3329,21.51
6/12/06,8.1429,21.71
6/9/06,8.4629,21.92
6/8/06,8.68,22.11
6/7/06,8.3664,22.04
6/6/06,8.5319,22.13
6/5/06,8.5714,22.5
6/2/06,8.8086,22.76
6/1/06,8.8814,22.82
5/31/06,8.5386,22.65
5/30/06,8.7457,23.15
5/26/06,9.0784,23.72
5/25/06,9.19,23.74
5/24/06,9.0486,23.5
5/23/06,9.0214,22.79
5/22/06,9.0543,22.88
5/19/06,9.2157,22.56
5/18/06,9.0257,22.83
5/17/06,9.3229,22.73
5/16/06,9.2829,23.01
5/15/06,9.6843,23.15
5/12/06,9.6714,23.17
5/11/06,9.7357,23.22
5/10/06,10.0857,23.77
5/9/06,10.1471,23.62
5/8/06,10.27,23.73
5/5/06,10.27,23.8
5/4/06,10.1614,23.44
5/3/06,10.1629,23.17
5/2/06,10.2314,24.01
5/1/06,9.9429,24.29
4/28/06,10.0557,24.15
4/27/06,9.9086,27.25
4/26/06,9.7357,27.1
4/25/06,9.4529,27.11
4/24/06,9.3929,27.11
4/21/06,9.5771,27.15
4/20/06,9.6614,27.03
4/19/06,9.3786,27.03
4/18/06,9.46,27.22
4/17/06,9.2587,26.84
4/13/06,9.4956,27.07
4/12/06,9.53,27.2
4/11/06,9.7129,27.13
4/10/06,9.81,27.29
4/7/06,9.97,27.25
4/6/06,10.1771,27.56
4/5/06,9.6014,27.74
4/4/06,8.7386,27.64
4/3/06,8.95,27.56
3/31/06,8.96,27.21
3/30/06,8.9643,27.23
3/29/06,8.9043,27.02
3/28/06,8.3871,26.9
3/27/06,8.5014,27.01
3/24/06,8.5657,27.01
3/23/06,8.5943,26.85
3/22/06,8.81,27.15
3/21/06,8.83,27.74
3/20/06,9.1414,27.89
3/17/06,9.2371,27.5
3/16/06,9.1871,27.27
3/15/06,9.4614,27.36
3/14/06,9.6171,27.23
3/13/06,9.3829,27.11
3/10/06,9.0271,27.17
3/9/06,9.1329,27
3/8/06,9.38,27.25
3/7/06,9.4729,27.06
3/6/06,9.3543,26.91
3/3/06,9.6743,26.93
3/2/06,9.9443,26.97
3/1/06,9.8714,27.14
2/28/06,9.7843,26.87
2/27/06,10.1414,27.05
2/24/06,10.2086,26.63
2/23/06,10.25,26.66
2/22/06,10.1886,26.72
2/21/06,9.8686,26.54
2/17/06,10.0414,26.7
2/16/06,10.0814,26.81
2/15/06,9.8886,26.88
2/14/06,9.6636,26.65
2/13/06,9.2443,26.39
2/10/06,9.6157,26.69
2/9/06,9.2786,26.66
2/8/06,9.83,26.91
2/7/06,9.6571,26.94
2/6/06,9.6143,27.17
2/3/06,10.2639,27.54
2/2/06,10.3,27.68
2/1/06,10.7743,28.04
1/31/06,10.7871,28.15
1/30/06,10.7143,28
1/27/06,10.29,27.79
1/26/06,10.3329,26.5
1/25/06,10.6,26.4
1/24/06,10.8629,26.28
1/23/06,11.0957,26.35
1/20/06,10.8699,26.41
1/19/06,11.2907,27.02
1/18/06,11.7843,26.83
1/17/06,12.1014,26.99
1/13/06,12.2271,27.19
1/12/06,12.0416,27.14
1/11/06,11.9857,27.29
1/10/06,11.5514,27
1/9/06,10.8643,26.86
1/6/06,10.9,26.91
1/5/06,10.6257,26.99
1/4/06,10.71,26.97
1/3/06,10.6786,26.84
12/30/05,10.27,26.15
12/29/05,10.2071,26.27
12/28/05,10.51,26.39
12/27/05,10.6043,26.46
12/23/05,10.4786,26.64
12/22/05,10.5743,26.59
12/21/05,10.5,26.73
12/20/05,10.3014,26.86
12/19/05,10.1971,26.83
12/16/05,10.1586,26.9
12/15/05,10.3114,26.92
12/14/05,10.2871,27.09
12/13/05,10.7114,27.1301
12/12/05,10.7014,27.45
12/9/05,10.6186,27.71
12/8/05,10.5829,27.69
12/7/05,10.5643,27.75
12/6/05,10.5786,27.69
12/5/05,10.26,27.85
12/2/05,10.3757,28.01
12/1/05,10.2286,27.89
11/30/05,9.6886,27.68
11/29/05,9.7286,27.68
11/28/05,9.9514,27.75
11/25/05,9.9057,27.76
11/23/05,9.5871,27.92
11/22/05,9.5029,27.91
11/21/05,9.28,28.16
11/18/05,9.2229,28.07
11/17/05,9.2171,27.97
11/16/05,9.2786,27.74
11/15/05,8.8971,27.5
11/14/05,8.7786,27.35
11/11/05,8.7914,27.28
11/10/05,8.74,27.09
11/9/05,8.5871,26.96
11/8/05,8.5571,27.0495
11/7/05,8.6043,27.01
11/4/05,8.7357,26.66
11/3/05,8.8357,26.44
11/2/05,8.5643,26.46
11/1/05,8.2143,25.96
10/31/05,8.2271,25.7
10/28/05,7.7814,25.53
10/27/05,7.9157,24.85
10/26/05,8.1471,25.1101
10/25/05,8.0143,25.03
10/24/05,8.1129,25.1
10/21/05,7.9514,24.78
10/20/05,8.02,24.79
10/19/05,7.8486,25.09
10/18/05,7.4586,24.57
10/17/05,7.6343,24.53
10/14/05,7.7143,24.67
10/13/05,7.6771,24.59
10/12/05,7.0357,24.3
10/11/05,7.37,24.41
10/10/05,7.1957,24.46
10/7/05,7.3286,24.59
10/6/05,7.3857,24.73
10/5/05,7.54,24.67
10/4/05,7.6786,24.98
10/3/05,7.7771,25.5
9/30/05,7.6586,25.73
9/29/05,7.4771,25.94
9/28/05,7.2971,25.67
9/27/05,7.6343,25.34
9/26/05,7.6914,25.27
9/23/05,7.6,25.27
9/22/05,7.4143,25.34
9/21/05,7.4443,25.49
9/20/05,7.5986,25.84
9/19/05,7.52,26
9/16/05,7.3157,26.07
9/15/05,7.1243,26.27
9/14/05,7.0871,26.31
9/13/05,7.26,26.48
9/12/05,7.3429,26.61
