Date,AAPL,MSFT
10/12/00,1.4286,27.1875
10/11/00,1.4018,27.875
10/10/00,1.4911,27.2813
10/9/00,1.5536,27.0938
10/6/00,1.5848,27.7813
10/5/00,1.5759,27.6875
10/4/00,1.6875,27.7188
10/3/00,1.5938,28.2813
10/2/00,1.7321,29.5625
9/29/00,1.8393,30.1563
9/28/00,3.8214,30.6563
9/27/00,3.4955,30.3125
9/26/00,3.6741,31.3438
9/25/00,3.8214,30.625
9/22/00,3.7277,31.625
9/21/00,4.0491,32.0938
9/20/00,4.3605,32.125
9/19/00,4.2813,32.5
9/18/00,4.3326,31.5
9/15/00,3.9453,32.0938
9/14/00,4.0614,32.9063
9/13/00,4.1429,34.125
9/12/00,4.125,34.0625
9/11/00,4.1741,34.4063
9/8/00,4.2054,34.6563
9/7/00,4.4286,35.0313
9/6/00,4.1741,34.7188
9/5/00,4.4598,35.0625
9/1/00,4.5313,35.0938
8/31/00,4.3527,34.9063
8/30/00,4.25,35
8/29/00,4.2277,35.4688
8/28/00,4.1473,35.6563
8/25/00,4.058,35.3125
8/24/00,4.0078,35.5625
8/23/00,3.8795,35.375
8/22/00,3.692,35.625
8/21/00,3.6071,35.3125
8/18/00,3.5714,35.5
8/17/00,3.6741,35.7813
8/16/00,3.4643,35.5
8/15/00,3.3348,35.8125
8/14/00,3.3616,36.0938
8/11/00,3.4063,36.2188
8/10/00,3.3973,36.3125
8/9/00,3.3929,37.125
8/8/00,3.3393,37.0625
8/7/00,3.4241,35
8/4/00,3.3839,34.5625
8/3/00,3.4286,35.125
8/2/00,3.375,34.6875
8/1/00,3.5223,34.3438
7/31/00,3.6295,34.9063
7/28/00,3.4509,34.8438
7/27/00,3.7143,34.6875
7/26/00,3.5759,33.9063
7/25/00,3.5759,34.5
7/24/00,3.4777,35.2813
7/21/00,3.8259,36.1563
7/20/00,3.9375,37.4063
7/19/00,3.7634,36.5625
7/18/00,4.0893,39.25
7/17/00,4.1652,39.0938
7/14/00,4.1205,39.4688
7/13/00,4.0357,39.9688
7/12/00,4.2054,40.1563
7/11/00,4.067,39.5625
7/10/00,4.0804,39.7188
7/7/00,3.8884,41
7/6/00,3.7009,40.4688
7/5/00,3.6875,39.25
7/3/00,3.808,40
6/30/00,3.7411,40
6/29/00,3.6607,38.5938
6/28/00,3.8884,39.4688
6/27/00,3.6964,39.4063
6/26/00,3.8661,39.75
6/23/00,3.692,38.8438
6/22/00,3.8393,39.9375
6/21/00,3.9732,40.3438
6/20/00,3.6161,37.4688
6/19/00,3.4509,36.8438
6/16/00,3.2567,36.2813
6/15/00,3.2991,36.1875
6/14/00,3.2299,35.25
6/13/00,3.375,33.9375
6/12/00,3.2567,33.4375
6/9/00,3.4196,34.4063
6/8/00,3.3862,34.4063
6/7/00,3.4487,35.25
6/6/00,3.317,34.8125
6/5/00,3.2612,33.4375
6/2/00,3.3058,33.1563
6/1/00,3.183,32.2813
5/31/00,3,31.2813
5/30/00,3.1272,31.6875
5/26/00,3.0848,30.7188
5/25/00,3.1166,30.75
5/24/00,3.1317,32.7813
5/23/00,3.0647,31.5938
5/22/00,3.2121,32.0938
5/19/00,3.3571,32.5313
5/18/00,3.5982,33.0938
5/17/00,3.6205,33.8438
5/16/00,3.7746,34.75
5/15/00,3.6071,34.6875
5/12/00,3.8438,34.4063
5/11/00,3.6719,33.9375
5/10/00,3.5469,33.0938
5/9/00,3.7656,33.9063
5/8/00,3.933,34.9063
5/5/00,4.0402,35.5625
5/4/00,3.9531,35.2188
5/3/00,4.1094,35.2813
5/2/00,4.2098,34.9375
5/1/00,4.4397,36.7188
4/28/00,4.4308,34.875
4/27/00,4.5268,34.9063
4/26/00,4.3326,34
4/25/00,4.5826,34.6875
4/24/00,4.3036,33.3125
4/20/00,4.2455,39.4688
4/19/00,4.3259,39.3438
4/18/00,4.5313,40.2813
4/17/00,4.4241,37.9375
4/14/00,3.9955,37.0625
4/13/00,4.0647,39.625
4/12/00,3.9018,39.6875
4/11/00,4.2656,41.9375
4/10/00,4.4643,43.0313
4/7/00,4.7054,44.5313
4/6/00,4.471,43
4/5/00,4.6563,43.1875
4/4/00,4.5469,44.2813
4/3/00,4.7612,45.4375
3/31/00,4.8504,53.125
3/30/00,4.4911,51.6875
3/29/00,4.8549,53.5938
3/28/00,4.9688,52.1563
3/27/00,4.9844,52.0313
3/24/00,4.9531,55.8438
3/23/00,5.0469,55.9375
3/22/00,5.1496,51.625
3/21/00,4.8192,51.375
3/20/00,4.3929,48.6875
3/17/00,4.4643,49.6875
3/16/00,4.3415,47.6875
3/15/00,4.1518,47.6875
3/14/00,4.0804,47.5625
3/13/00,4.3326,49
3/10/00,4.4911,50.5
3/9/00,4.3661,50
3/8/00,4.3571,47.7813
3/7/00,4.3884,46.4375
3/6/00,4.4888,45.3125
3/3/00,4.5714,48.0625
3/2/00,4.3571,46.6875
3/1/00,4.654,45.4063
2/29/00,4.0938,44.6875
2/28/00,4.0446,45.7813
2/25/00,3.942,45.6563
2/24/00,4.1144,47.375
2/23/00,4.1518,47.125
2/22/00,4.0647,46.9063
2/18/00,3.9732,47.5313
2/17/00,4.1027,49.8125
2/16/00,4.0759,48.8125
2/15/00,4.25,49.2813
2/14/00,4.1362,49.8125
2/11/00,3.8839,49.9688
2/10/00,4.0536,53
2/9/00,4.0223,52
2/8/00,4.1027,54.9688
2/7/00,4.0737,53.3125
2/4/00,3.8571,53.2813
2/3/00,3.6897,51.8125
2/2/00,3.529,50.4063
2/1/00,3.5804,51.4688
1/31/00,3.7054,48.9375
1/28/00,3.6295,49.125
1/27/00,3.9286,49.375
1/26/00,3.9353,49.6875
1/25/00,4.0089,51.4063
1/24/00,3.7946,50.625
1/21/00,3.9754,51.875
1/20/00,4.0536,53
1/19/00,3.8058,53.5
1/18/00,3.7121,57.6563
1/14/00,3.5871,56.125
1/13/00,3.4554,53.9063
1/12/00,3.1138,52.9063
1/11/00,3.3125,54.6875
1/10/00,3.4911,56.125
1/7/00,3.5536,55.7188
1/6/00,3.3929,55
1/5/00,3.7143,56.9063
1/4/00,3.6607,56.3125
1/3/00,3.9978,58.2813
12/31/99,3.6719,58.375
12/30/99,3.5826,58.8125
12/29/99,3.596,58.9688
12/28/99,3.5067,58.75
12/27/99,3.5469,59.5625
12/23/99,3.6964,58.7188
12/22/99,3.5692,58.7813
12/21/99,3.6607,57.9375
12/20/99,3.5,56.375
12/17/99,3.5714,57.625
12/16/99,3.5112,56.8438
12/15/99,3.4643,54.2188
12/14/99,3.3884,49.3438
12/13/99,3.5357,48.3125
12/10/99,3.6786,46.9375
12/9/99,3.7589,46.375
12/8/99,3.9308,45.875
12/7/99,4.2076,46.5
12/6/99,4.1429,47.7188
12/3/99,4.1071,48.0625
12/2/99,3.9353,47.4063
12/1/99,3.6808,46.5938
11/30/99,3.4955,45.5234
11/29/99,3.3772,45.0938
11/26/99,3.3951,45.5625
11/24/99,3.3817,45.8438
11/23/99,3.3147,44.8125
11/22/99,3.2366,44.9063
11/19/99,3.3013,43
11/18/99,3.2009,42.4688
11/17/99,3.2232,42.5
11/16/99,3.2567,43.6563
11/15/99,3.1942,43.5
11/12/99,3.2366,44.5938
11/11/99,3.2946,44.8125
11/10/99,3.2656,43.5625
11/9/99,3.2009,44.4375
11/8/99,3.442,44.9688
11/5/99,3.154,45.7813
11/4/99,2.9866,45.875
11/3/99,2.9107,46
11/2/99,2.8661,46.2813
11/1/99,2.7723,46.1875
10/29/99,2.8616,46.2813
10/28/99,2.7813,44.9375
10/27/99,2.7277,45.4375
10/26/99,2.6808,46.1875
10/25/99,2.6607,46.2188
10/22/99,2.6406,46.3438
10/21/99,2.7188,46.5313
10/20/99,2.683,46.125
10/19/99,2.4464,43.1563
10/18/99,2.6161,43.9375
10/15/99,2.6629,44.0313
10/14/99,2.6138,45.3438
10/13/99,2.2868,45.5313
10/12/99,2.4174,46.2813
10/11/99,2.3817,47.1563
10/8/99,2.3415,47.4688
10/7/99,2.3705,46.875
10/6/99,2.3996,46.8438
10/5/99,2.4263,45.9063
10/4/99,2.3058,46.2813
10/1/99,2.2042,44.9922
9/30/99,2.2612,45.2813
9/29/99,2.1094,44.75
9/28/99,2.1295,46.0625
9/27/99,2.1897,45.7188
9/24/99,2.3192,45.4688
9/23/99,2.2612,45.5938
9/22/99,2.5112,48.0313
9/21/99,2.4732,47.3125
9/20/99,2.8237,48.7813
9/17/99,2.7478,48.2188
9/16/99,2.7433,47
9/15/99,2.692,46.3125
9/14/99,2.779,47.5313
9/13/99,2.6786,46.9375
9/10/99,2.7656,47.5
9/9/99,2.6987,47.0313
9/8/99,2.6607,46.125
9/7/99,2.7277,47.125
9/3/99,2.625,47.9375
9/2/99,2.5201,45.9063
9/1/99,2.4509,46.1875
8/31/99,2.3304,46.2813
8/30/99,2.2165,46.125
8/27/99,2.3125,46.625
8/26/99,2.2188,47.3125
8/25/99,2.192,47.6563
8/24/99,2.1563,46.0938
8/23/99,2.1696,43.2188
8/20/99,2.1138,41.6875
8/19/99,2.0982,41.9063
8/18/99,2.1473,42.5
8/17/99,2.154,42.2813
8/16/99,2.1607,42.1563
8/13/99,2.1451,42.3438
8/12/99,2.1429,40.875
8/11/99,2.1317,42.0938
8/10/99,1.9777,41.4688
8/9/99,1.9442,41.9063
8/6/99,1.933,42.5625
8/5/99,1.9554,42.875
8/4/99,1.9219,42.4688
8/3/99,1.9732,42.375
8/2/99,1.9911,42.4063
7/30/99,1.9888,42.9063
7/29/99,1.9241,43.4688
7/28/99,1.942,45
7/27/99,1.9174,44.4063
7/26/99,1.8192,43.8125
7/23/99,1.904,45.125
7/22/99,1.8705,45.5313
7/21/99,1.9308,47.3438
7/20/99,1.8884,46.6563
7/19/99,1.9442,49.1875
7/16/99,1.8951,49.7188
7/15/99,1.9018,47.1875
7/14/99,1.9978,47.4688
7/13/99,1.9174,46.8125
7/12/99,1.9464,47.0938
7/9/99,1.9866,46.625
7/8/99,1.9464,46.2813
7/7/99,1.7813,46.1563
7/6/99,1.692,44.7813
7/2/99,1.654,46
7/1/99,1.6183,45.5938
6/30/99,1.654,45.0938
6/29/99,1.6205,44
6/28/99,1.5201,43.375
6/25/99,1.5067,42.4688
6/24/99,1.5112,42.3125
6/23/99,1.5603,43
6/22/99,1.6205,43.25
6/21/99,1.6607,44.4688
6/18/99,1.683,42.5
6/17/99,1.6563,41.4375
6/16/99,1.7121,40.5
6/15/99,1.6451,38.8438
6/14/99,1.6228,38.7813
6/11/99,1.6585,39.0625
6/10/99,1.7188,39.9375
6/9/99,1.7299,41.1563
6/8/99,1.7031,39.6875
6/7/99,1.7478,40.125
6/4/99,1.7188,39.7813
6/3/99,1.6942,38.1875
6/2/99,1.6629,39.2188
6/1/99,1.6004,39.25
5/28/99,1.5737,40.3438
5/27/99,1.5536,39.1875
5/26/99,1.5737,39.25
5/25/99,1.4821,38.125
5/24/99,1.4978,38.625
5/21/99,1.5692,38.7813
5/20/99,1.5179,39.2188
5/19/99,1.6138,39.6563
5/18/99,1.6161,39.3438
5/17/99,1.5848,39.5625
5/14/99,1.5848,38.4375
5/13/99,1.6496,39.5625
5/12/99,1.6607,40.25
5/11/99,1.5982,39.9375
5/10/99,1.6161,39.8438
5/7/99,1.6384,39.5313
5/6/99,1.5893,38.9688
5/5/99,1.6786,39.5625
5/4/99,1.6607,39.0313
5/3/99,1.7701,39.9375
4/30/99,1.6429,40.6563
4/29/99,1.5357,41.0313
4/28/99,1.5737,41.0625
4/27/99,1.6339,42
4/26/99,1.4621,44
4/23/99,1.3996,43
4/22/99,1.2991,42.4688
4/21/99,1.2277,41
4/20/99,1.2165,41.5625
4/19/99,1.2098,40.5
4/16/99,1.2656,43.3125
4/15/99,1.2768,44.4375
4/14/99,1.269,42.9375
4/13/99,1.2366,45.0625
4/12/99,1.2946,46.5
4/9/99,1.3125,47.125
4/8/99,1.317,47.2813
4/7/99,1.3259,46.6563
4/6/99,1.3571,47.0313
4/5/99,1.3237,47.4688
4/1/99,1.2879,46.3438
3/31/99,1.2835,44.8125
3/30/99,1.2813,46.5
3/29/99,1.2634,46.1875
3/26/99,1.1875,44.5313
3/25/99,1.2076,44.9844
3/24/99,1.2031,42.8125
3/23/99,1.1786,41.6406
3/22/99,1.2522,43.2031
3/19/99,1.1964,42.7969
3/18/99,1.2679,43.1094
3/17/99,1.2165,41.7813
3/16/99,1.2679,42.2656
3/15/99,1.2165,41.4688
3/12/99,1.1853,40.0469
3/11/99,1.1496,40.3594
3/10/99,1.1629,40.3438
3/9/99,1.2188,40.4531
3/8/99,1.2277,39.75
3/5/99,1.1853,38.7344
3/4/99,1.1942,38.0625
3/3/99,1.221,37.4063
3/2/99,1.2366,37.1406
3/1/99,1.2054,37.9375
2/26/99,1.2433,37.5313
2/25/99,1.3192,38.375
2/24/99,1.3371,38.2188
2/23/99,1.3728,38.8594
2/22/99,1.3728,37.2031
2/19/99,1.3281,36.9375
2/18/99,1.2857,36.4375
2/17/99,1.3214,37.5
2/16/99,1.3683,39.0625
2/12/99,1.346,39.4375
2/11/99,1.4152,40.6875
2/10/99,1.3683,40.1563
2/9/99,1.3281,40.0156
2/8/99,1.3482,41.3125
2/5/99,1.2969,40
2/4/99,1.3527,39.7656
2/3/99,1.4353,41.7031
2/2/99,1.3996,41.9063
2/1/99,1.4621,43.2344
1/29/99,1.471,43.75
1/28/99,1.4598,43.5
1/27/99,1.433,42.1563
1/26/99,1.4464,42.8906
1/25/99,1.4063,40.4688
1/22/99,1.3839,39.0625
1/21/99,1.3862,39.5781
1/20/99,1.4487,40.6563
1/19/99,1.4598,38.9063
1/15/99,1.4754,37.4375
1/14/99,1.4777,35.4375
1/13/99,1.6607,35.9531
1/12/99,1.6473,35.5469
1/11/99,1.6384,36.875
1/8/99,1.6071,37.4688
1/7/99,1.6071,37.625
1/6/99,1.4911,37.8125
1/5/99,1.5469,36.625
1/4/99,1.4732,35.25
12/31/98,1.4621,34.6719
12/30/98,1.4308,34.75
12/29/98,1.4576,35.125
12/28/98,1.4598,35.5938
12/24/98,1.4018,35.4375
12/23/98,1.4219,35.8906
12/22/98,1.3571,34.6094
12/21/98,1.2522,35.1094
12/18/98,1.2567,34.4531
12/17/98,1.1942,33.5938
12/16/98,1.1719,33.4375
12/15/98,1.1987,32.9688
12/14/98,1.1607,31.9844
12/11/98,1.2054,33.5
12/10/98,1.1429,32.8906
12/9/98,1.1429,33.4063
12/8/98,1.1451,32.7969
12/7/98,1.2054,33.3906
12/4/98,1.1696,31.8438
12/3/98,1.2031,30.5313
12/2/98,1.2857,31.6875
12/1/98,1.2188,32.375
11/30/98,1.1406,30.5
11/27/98,1.2522,32.0156
11/25/98,1.2545,31.0625
11/24/98,1.2835,30.4219
11/23/98,1.2946,29.7969
11/20/98,1.2612,28.4063
11/19/98,1.2768,27.9375
11/18/98,1.2656,27.4375
11/17/98,1.2433,27.9688
11/16/98,1.2857,27.2031
11/13/98,1.2746,27.5
11/12/98,1.2143,27.1875
11/11/98,1.1987,27.7656
11/10/98,1.2545,28.0156
11/9/98,1.308,27.6719
11/6/98,1.3594,27.3281
11/5/98,1.3638,26.5938
11/4/98,1.3817,26.375
11/3/98,1.3504,26.2969
11/2/98,1.3438,26.4531
10/30/98,1.3259,26.4688
10/29/98,1.3013,26.6563
10/28/98,1.3147,26.4219
10/27/98,1.2589,26.3594
10/26/98,1.3371,26.7656
10/23/98,1.2679,26.5938
10/22/98,1.3125,27.5
10/21/98,1.3259,26.6094
10/20/98,1.2879,25.0625
10/19/98,1.3393,25.7344
10/16/98,1.3103,26.2656
10/15/98,1.308,26.3594
10/14/98,1.3348,25.0469
10/13/98,1.3839,24.1094
10/12/98,1.3371,24.9375
10/9/98,1.2545,24.2188
10/8/98,1.1004,22.7969
10/7/98,1.1406,23.5313
10/6/98,1.1629,24.4063
10/5/98,1.1496,25.2969
10/2/98,1.2522,26.0313
10/1/98,1.2746,26.0156
9/30/98,1.3616,27.5156
9/29/98,1.4107,28.2188
9/28/98,1.3951,27.8281
9/25/98,1.3839,28.2656
9/24/98,1.375,27.5313
9/23/98,1.3683,28.4063
9/22/98,1.3214,27.2969
9/21/98,1.3192,26.9688
9/18/98,1.3125,26.3438
9/17/98,1.2857,26.2344
9/16/98,1.3326,27.0469
9/15/98,1.3638,27.0781
9/14/98,1.3281,26.5
9/11/98,1.3438,26.0625
9/10/98,1.3616,25.1875
9/9/98,1.3348,25.5625
9/8/98,1.3661,25.4922
9/4/98,1.2545,24.1563
9/3/98,1.2366,24.8125
9/2/98,1.2701,25.1406
9/1/98,1.2188,25.3125
8/31/98,1.1138,23.9844
8/28/98,1.221,26.3125
8/27/98,1.3393,27.3125
8/26/98,1.442,28.1406
8/25/98,1.4576,28.2031
8/24/98,1.471,27.5938
8/21/98,1.5357,27.6563
8/20/98,1.4509,28.1406
8/19/98,1.4643,27.6406
8/18/98,1.5201,27.8125
8/17/98,1.4978,26.8281
8/14/98,1.4464,26.0625
8/13/98,1.4085,25.9844
8/12/98,1.4308,26.2656
8/11/98,1.3929,25.8594
8/10/98,1.3549,26.1094
8/7/98,1.3036,26.4688
8/6/98,1.317,26.7188
8/5/98,1.2857,26.0781
8/4/98,1.221,26.125
8/3/98,1.2545,27.1094
7/31/98,1.2366,27.4844
7/30/98,1.3036,28.3594
7/29/98,1.2545,27.6719
7/28/98,1.2009,28.0625
7/27/98,1.2299,29.1875
7/24/98,1.2388,28.4531
7/23/98,1.2478,28.25
7/22/98,1.25,29.1875
7/21/98,1.2723,28.2031
7/20/98,1.2946,29.25
7/17/98,1.317,29.4844
7/16/98,1.3393,29.3438
7/15/98,1.2299,29.3438
7/14/98,1.1942,29.125
7/13/98,1.2121,29.3906
7/10/98,1.1451,28.2969
7/9/98,1.1317,27.75
7/8/98,1.1629,27.4688
7/7/98,1.0893,26.9844
7/6/98,1.0848,26.9531
7/2/98,1.0357,26.8125
7/1/98,1.0692,27.3438
6/30/98,1.0246,27.0938
6/29/98,1.0246,26.8594
6/26/98,1.0067,26.1094
6/25/98,1.0201,25.3906
6/24/98,1.0089,26.2344
6/23/98,0.9933,25.1875
6/22/98,0.9777,23.9531
6/19/98,0.9665,23.6719
6/18/98,0.9754,22.7969
6/17/98,1.0045,22.7656
6/16/98,1,22.4688
6/15/98,0.9821,21.4844
6/12/98,1.0045,21.4375
6/11/98,0.9933,21.3281
6/10/98,1.0022,21.5
6/9/98,1.0089,21.7656
6/8/98,0.9732,21.4219
6/5/98,0.9598,21.5625
6/4/98,0.9576,21.5156
6/3/98,0.9397,21.0781
6/2/98,0.9598,21.375
6/1/98,0.9375,20.9375
5/29/98,0.9509,21.2031
5/28/98,0.9799,21.5781
5/27/98,0.9554,21.5
5/26/98,0.9531,20.9063
5/22/98,0.9955,21.3906
5/21/98,1.0313,21.5938
5/20/98,1.0558,21.4375
5/19/98,1.0491,21.625
5/18/98,1.0179,21.5156
5/15/98,1.0558,22.3594
5/14/98,1.0737,22.2344
5/13/98,1.0871,21.7344
5/12/98,1.0759,21.4219
5/11/98,1.1049,21.0625
5/8/98,1.0871,21.4375
5/7/98,1.0781,20.8438
5/6/98,1.0826,21.5938
5/5/98,1.0603,21.9375
5/4/98,1.0379,22.0156
5/1/98,1,22.4063
4/30/98,0.9777,22.5313
4/29/98,0.9643,22.625
4/28/98,0.9621,22.4688
4/27/98,0.9911,22.5781
4/24/98,0.9978,23.0313
4/23/98,0.9888,23.625
4/22/98,0.9821,24.7188
4/21/98,1.0357,23.7188
4/20/98,1.0357,23.6563
4/17/98,0.9978,23.0313
4/16/98,1.0223,22.9219
4/15/98,0.9799,22.8438
4/14/98,0.9621,22.1094
4/13/98,0.9442,22.1563
4/9/98,0.9152,22.25
4/8/98,0.8929,22.2344
4/7/98,0.9107,21.8125
4/6/98,0.9375,22.4844
4/3/98,0.9665,23.25
4/2/98,0.9754,22.8281
4/1/98,0.9821,22.5938
3/31/98,0.9821,22.375
3/30/98,0.9799,21.9844
3/27/98,0.9621,21.9531
3/26/98,0.9487,22.0625
3/25/98,0.9699,22.2031
3/24/98,1,21.2344
3/23/98,0.933,20.9688
3/20/98,0.942,20.4531
3/19/98,0.9554,20.5
3/18/98,0.9621,20.4375
3/17/98,0.9408,20.0938
3/16/98,0.9531,20.5
3/13/98,0.9688,20.5938
3/12/98,0.9643,20.4688
3/11/98,0.933,20.1719
3/10/98,0.8594,20.375
3/9/98,0.8125,19.8984
3/6/98,0.8728,20.6875
3/5/98,0.8594,20.0156
3/4/98,0.8728,20.5781
3/3/98,0.8259,21.125
3/2/98,0.8125,20.8281
2/27/98,0.8438,21.1875
2/26/98,0.8393,21.375
2/25/98,0.7969,21.2344
2/24/98,0.7612,20.5313
2/23/98,0.7589,20.4063
2/20/98,0.7143,19.3906
2/19/98,0.7299,19.3594
2/18/98,0.7344,19.3281
2/17/98,0.7009,19.2969
2/13/98,0.6964,19.6875
2/12/98,0.692,19.8438
2/11/98,0.6786,19.8672
2/10/98,0.6942,19.9063
2/9/98,0.6853,19.6484
2/6/98,0.6607,19.7656
2/5/98,0.654,19.4297
2/4/98,0.6518,19.6016
2/3/98,0.654,19.4844
2/2/98,0.6317,19.3594
1/30/98,0.654,18.6484
1/29/98,0.6607,18.5313
1/28/98,0.6853,18.625
1/27/98,0.683,18.1484
1/26/98,0.6942,17.7188
1/23/98,0.6964,17.2813
1/22/98,0.6875,17.3281
1/21/98,0.6741,17.125
1/20/98,0.683,17.2266
1/16/98,0.6719,16.9063
1/15/98,0.6853,16.5391
1/14/98,0.7054,16.3906
1/13/98,0.6964,16.5156
1/12/98,0.6518,16.1875
1/9/98,0.6496,15.875
1/8/98,0.6496,16.3125
1/7/98,0.625,16.1953
1/6/98,0.6763,16.3906
1/5/98,0.567,16.2969
1/2/98,0.5804,16.3906
12/31/97,0.4688,16.1563
12/30/97,0.471,16.2813
12/29/97,0.4688,15.7891
12/26/97,0.4754,15.0938
12/24/97,0.4688,14.8672
12/23/97,0.4621,15.4141
12/22/97,0.4754,15.875
12/19/97,0.4888,16.0859
12/18/97,0.4933,16.3594
12/17/97,0.4978,16.9531
12/16/97,0.5112,17.3828
12/15/97,0.4978,17.0156
12/12/97,0.5045,17.0938
12/11/97,0.5201,17.3828
12/10/97,0.5268,17.7813
12/9/97,0.5446,18.0391
12/8/97,0.5558,18.2656
12/5/97,0.5647,17.8906
12/4/97,0.558,17.8203
12/3/97,0.5625,18.0859
12/2/97,0.567,17.7813
12/1/97,0.6339,17.9766
11/28/97,0.6339,17.6875
11/26/97,0.625,17.6953
11/25/97,0.6205,17.375
11/24/97,0.6295,16.9375
11/21/97,0.6496,17.2344
11/20/97,0.6607,17.1094
11/19/97,0.6518,16.8828
11/18/97,0.6451,16.75
11/17/97,0.6607,16.8594
11/14/97,0.6585,16.6641
11/13/97,0.6429,16.4453
11/12/97,0.6295,16.1484
11/11/97,0.6563,16.3281
11/10/97,0.6696,16.2734
11/7/97,0.7054,16.4453
11/6/97,0.6786,16.5078
11/5/97,0.6563,16.6953
11/4/97,0.6406,16.7813
11/3/97,0.6205,16.7656
10/31/97,0.6083,16.25
10/30/97,0.5893,16.0781
10/29/97,0.625,16.3594
10/28/97,0.6473,16.6719
10/27/97,0.6027,16.0938
10/24/97,0.5915,16.9219
10/23/97,0.6339,16.9531
10/22/97,0.6629,16.9609
10/21/97,0.6808,17.3125
10/20/97,0.6674,16.5625
10/17/97,0.7188,16.5313
10/16/97,0.7679,16.7383
10/15/97,0.8504,16.9688
10/14/97,0.8103,17.0859
10/13/97,0.8103,17.0938
10/10/97,0.8103,17.0625
10/9/97,0.7768,17.3672
10/8/97,0.7679,17.375
10/7/97,0.779,17.0625
10/6/97,0.7835,16.8906
10/3/97,0.7902,16.8672
10/2/97,0.7835,16.6484
10/1/97,0.769,16.7344
9/30/97,0.7746,16.5391
9/29/97,0.7879,16.8125
9/26/97,0.7612,16.6719
9/25/97,0.7545,16.5938
9/24/97,0.7679,16.5547
9/23/97,0.7768,16.9375
9/22/97,0.8147,16.6641
9/19/97,0.7835,16.8984
9/18/97,0.7969,16.5313
9/17/97,0.779,16.6484
9/16/97,0.7835,17.0469
9/15/97,0.7679,16.3359
9/12/97,0.7879,17.2422
9/11/97,0.7991,17.1016
9/10/97,0.8192,16.8906
9/9/97,0.779,17.4375
9/8/97,0.7679,17.4141
9/5/97,0.7924,17.1641
9/4/97,0.8036,17.2734
9/3/97,0.8036,17.0703
9/2/97,0.7991,17.1484
8/29/97,0.7768,16.5234
8/28/97,0.7857,16.5078
8/27/97,0.8103,16.8203
8/26/97,0.7946,16.875
8/25/97,0.8237,17.0625
8/22/97,0.8438,17.1563
8/21/97,0.8571,17.2344
8/20/97,0.8795,17.5703
8/19/97,0.8728,17.3516
8/18/97,0.8438,16.7344
8/15/97,0.8304,16.6094
8/14/97,0.8214,17.0313
8/13/97,0.8438,17.0078
8/12/97,0.7879,17
8/11/97,0.8772,17.2813
8/8/97,0.9576,17.5
8/7/97,1.0424,17.9922
8/6/97,0.9397,17.9297
8/5/97,0.7054,17.9141
8/4/97,0.7054,17.6953
8/1/97,0.6853,17.5781
7/31/97,0.625,17.6719
7/30/97,0.6205,17.6406
7/29/97,0.5893,17.4922
7/28/97,0.5871,17.125
7/25/97,0.5804,17.3125
7/24/97,0.5647,17.25
7/23/97,0.5759,17.6797
7/22/97,0.5915,18.0156
7/21/97,0.577,16.9922
7/18/97,0.6194,17.5625
7/17/97,0.625,18.6875
7/16/97,0.5871,18.5547
7/15/97,0.5692,17.3086
7/14/97,0.558,16.9922
7/11/97,0.5424,16.2188
7/10/97,0.4732,16.2344
7/9/97,0.4888,16.3438
7/8/97,0.4911,16.4063
7/7/97,0.4933,16.1875
7/3/97,0.4888,16.1953
7/2/97,0.4665,16.0469
7/1/97,0.471,15.6172
6/30/97,0.5089,15.7969
6/27/97,0.5246,15.9375
6/26/97,0.5246,16.0313
6/25/97,0.5402,16.3047
6/24/97,0.5469,16.5078
6/23/97,0.5491,16.0078
6/20/97,0.5558,16.2344
6/19/97,0.5625,16.1641
6/18/97,0.5692,16.2734
6/17/97,0.5837,16.7734
6/16/97,0.5536,16.4531
6/13/97,0.5647,16.2031
6/12/97,0.5737,15.875
6/11/97,0.5826,15.875
6/10/97,0.5804,15.6016
6/9/97,0.5938,15.6406
6/6/97,0.5982,15.5078
6/5/97,0.596,15.0703
6/4/97,0.5938,14.8984
6/3/97,0.596,15.0938
6/2/97,0.6049,15.5469
5/30/97,0.5938,15.5
5/29/97,0.5938,15.7344
5/28/97,0.6071,15.7344
5/27/97,0.6161,15.8281
5/23/97,0.6027,15.3594
5/22/97,0.5938,15.0781
5/21/97,0.6027,15.0469
5/20/97,0.6161,14.8906
5/19/97,0.6071,14.3906
5/16/97,0.6161,14.4297
5/15/97,0.6339,14.6406
5/14/97,0.6317,14.4844
5/13/97,0.6272,14.7188
5/12/97,0.6272,14.7656
5/9/97,0.6094,14.5938
5/8/97,0.6071,14.5469
5/7/97,0.5893,14.4375
5/6/97,0.6027,14.6641
5/5/97,0.6071,15
5/2/97,0.6071,15.0938
5/1/97,0.6071,15.125
4/30/97,0.6071,15.1875
4/29/97,0.6317,14.875
4/28/97,0.6295,14.3594
4/25/97,0.625,14.2031
4/24/97,0.6384,14.2656
4/23/97,0.6473,14.3906
4/22/97,0.6607,13.8281
4/21/97,0.6429,13.4531
4/18/97,0.6563,13.4531
4/17/97,0.6786,12.2656
4/16/97,0.6629,12.2813
4/15/97,0.6585,12.1406
4/14/97,0.6696,12.1719
4/11/97,0.6518,11.875
4/10/97,0.6741,12.0938
4/9/97,0.6786,12.25
4/8/97,0.683,12.2813
4/7/97,0.6964,11.9844
4/4/97,0.6875,11.7734
4/3/97,0.6741,11.8906
4/2/97,0.6429,11.5
